ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|71ccd4548014f038b8bf9cec34795ec9|2022-09-30|23:28:43|1664573323|shopping_net|1059.58|1|fraud_Baumbach, Feeney and Morar|60.320418|-146.613214
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|2c5dc112c4f8b43ef618f6efb41b59df|2022-09-30|22:31:44|1664569904|shopping_pos|1075.77|1|fraud_Turner and Sons|61.140856|-146.570188
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|1db6466efb3846e7bb2a59f37f4118ca|2022-09-30|23:15:19|1664572519|shopping_net|849.60|1|fraud_Mosciski, Ziemann and Farrell|60.927847|-145.586461
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|2efb4222feefd800dce42dfb5973de36|2022-09-30|22:51:59|1664571119|misc_net|818.91|1|fraud_Kuphal-Bartoletti|60.357887|-144.869697
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|a00917afbe01ae74f73c6fcadb6a1466|2022-09-30|23:12:51|1664572371|shopping_net|1026.39|1|fraud_Mosciski, Ziemann and Farrell|60.179700|-145.129065
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|16639b9675568526baa1fc42ce411f62|2022-09-30|23:59:57|1664575197|misc_net|1037.90|1|fraud_Kerluke Inc|60.497097|-145.163809
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|c1a501002cca5b3bafa80cab2180a962|2022-09-30|22:49:28|1664570968|shopping_pos|997.20|1|fraud_Conroy Ltd|60.562229|-146.218313
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|5f7e6135d02ee5d4988a41f494b409c5|2022-09-30|22:43:05|1664570585|shopping_net|1294.64|1|fraud_Boyer PLC|60.855627|-145.031783
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|c2922005ec17a6ecc7cdc8e8328e5a65|2022-09-30|22:22:25|1664569345|shopping_net|1272.93|1|fraud_Streich, Dietrich and Barton|61.264186|-146.728574
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|3962e958fb34758440caf1ad7315b41b|2022-02-24|08:50:57|1645689057|gas_transport|40.35|0|fraud_Streich, Hansen and Veum|61.423475|-145.182485
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|9e4905878591e976f9055276bba3c049|2022-03-05|10:37:33|1646473053|grocery_net|70.61|0|fraud_Rowe-Vandervort|60.970702|-146.076739
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|e68fde2abe061e215b707d08bd9d1b2d|2022-03-22|05:45:25|1647924325|grocery_net|62.64|0|fraud_Funk Group|59.582708|-145.355174
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|ecb783a18d055839e325b41e1fbcc26e|2022-01-08|06:41:26|1641620486|gas_transport|32.89|0|fraud_Jenkins, Hauck and Friesen|59.949882|-145.803035
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|0073dfa9217ba4d28635a12768ef5698|2022-03-27|03:57:11|1648346231|grocery_pos|55.62|0|fraud_Hackett-Lueilwitz|60.578593|-145.474738
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|3dafe6f56cf6ec96f2f9b2cabad4845c|2022-03-21|10:27:23|1647854843|grocery_net|59.16|0|fraud_Morissette, Weber and Wiegand|59.825996|-146.581354
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|8ca1138c5bf5b1ead6ca78ccf2c204b2|2022-03-19|04:03:27|1647659007|grocery_net|45.35|0|fraud_Smitham-Boehm|60.577201|-144.836996
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|6b9502bb27fd098b052cc2305ee53899|2022-03-08|11:48:56|1646736536|grocery_net|56.04|0|fraud_Paucek-Wiza|61.476222|-146.554168
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|b6de7a195754f4705ad0a66fe64034d7|2022-02-07|11:25:12|1644229512|gas_transport|43.57|0|fraud_Olson, Becker and Koch|60.028943|-144.855526
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|ae92e30c9932a1335d60cea3933a804c|2022-03-13|08:01:51|1647154911|grocery_net|71.00|0|fraud_Rempel PLC|60.483119|-146.713985
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|d6563871bd719f57c796ab632a3cf6bc|2022-02-25|04:59:28|1645761568|gas_transport|57.21|0|fraud_Marks Inc|59.954530|-144.819017
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|6bf32a16048019ea86287e5c437dd56c|2022-01-21|11:45:50|1642761950|gas_transport|38.15|0|fraud_Reilly, Heaney and Cole|60.215681|-145.112268
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|41dbee89cfb8b68a10794e9694949aba|2022-01-20|08:29:54|1642663794|gas_transport|63.47|0|fraud_Berge LLC|60.219204|-146.511109
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|eebde67dbf79a7ef475a9f395453271a|2022-03-15|04:19:52|1647314392|grocery_net|66.87|0|fraud_Cummings Group|60.980603|-146.274362
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|70912fa6c6b688dcb2fa5823b13aac27|2022-01-14|05:07:35|1642133255|gas_transport|70.32|0|fraud_Stroman, Hudson and Erdman|60.645688|-146.320117
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|6ce58527e65c2fdbafe294b718965cf9|2022-01-14|01:49:57|1642121397|gas_transport|86.29|0|fraud_Reilly, Heaney and Cole|60.823710|-146.085797
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|5a91d6d891ec2b30b170b1f92ca778d4|2022-01-16|11:49:59|1642330199|gas_transport|38.07|0|fraud_Rodriguez Group|60.552299|-146.481910
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|4b2103b6fc37703bac5af7c8993a773d|2022-03-25|02:32:58|1648171978|grocery_net|68.30|0|fraud_Ferry, Reichel and DuBuque|61.062705|-145.636855
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|aba035e85502d77c06e9ea4d13bab5fc|2022-03-26|07:41:31|1648276891|grocery_net|44.30|0|fraud_Morissette, Weber and Wiegand|59.746896|-145.159028
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|20783e45210f4db505638d4da2569f9b|2022-01-07|08:39:40|1641541180|gas_transport|63.93|0|fraud_Kutch LLC|60.307928|-145.359414
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|15a5c85aaa260ac5999bf2f68512a9be|2022-02-10|02:08:23|1644455303|gas_transport|83.16|0|fraud_Heller-Langosh|59.678865|-145.858121
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|9b91fea95a3093a23576468fc201f18c|2022-02-14|01:03:11|1644796991|gas_transport|55.28|0|fraud_Olson, Becker and Koch|60.982939|-146.291416
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|033fd4a74f167f222b90eda664397b88|2022-03-26|11:40:35|1648291235|grocery_net|58.34|0|fraud_Spinka-Welch|59.781211|-144.766016
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|52bec938ee2d3912ab52fc0b07055fbd|2022-01-01|08:17:48|1641021468|gas_transport|38.66|0|fraud_Erdman-Kertzmann|61.354753|-145.939514
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|464375c635a1a854567a3e144bbd5110|2022-01-05|02:21:04|1641345664|gas_transport|61.11|0|fraud_Heller-Langosh|59.933704|-145.312013
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|19979734b06b69dc8ba5ee47579d37c4|2022-02-11|11:13:25|1644574405|gas_transport|53.37|0|fraud_Kutch, Hermiston and Farrell|60.867554|-144.775867
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|5788d4472fb7d87201d38241e82ed538|2022-02-07|04:01:47|1644202907|gas_transport|40.78|0|fraud_Brekke and Sons|60.616362|-145.681282
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|0d1ee184e4ffdacb4287ab4a04b56300|2022-03-11|05:20:14|1646972414|grocery_net|60.86|0|fraud_Kutch Group|61.228249|-146.426937
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|5c4273db23582b952021c20e296857ab|2022-02-02|01:07:18|1643760438|gas_transport|71.42|0|fraud_Connelly, Reichert and Fritsch|60.745025|-146.139691
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|a5f6f2e63f7f0b5179cc30e7983a7e0b|2022-02-17|03:01:13|1645063273|gas_transport|53.58|0|fraud_Ledner-Pfannerstill|59.661302|-146.341192
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|aa094f4a025a150ca18c96e64e232c19|2022-02-25|04:02:04|1645758124|gas_transport|43.98|0|fraud_Bernhard Inc|59.758415|-146.202067
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|ea506dc0865ede27cc45869b818d0852|2022-03-09|02:15:27|1646788527|grocery_net|61.42|0|fraud_Cassin-Harvey|60.968089|-146.360859
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|8761eb0b0694bffde4a9bf98a47bec2b|2022-02-05|08:16:53|1644045413|gas_transport|73.35|0|fraud_Kuvalis Ltd|61.526484|-146.711552
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|5b2dd558cbd9d1d1f597e9cfd06cf3a0|2022-01-22|09:22:41|1642839761|gas_transport|46.70|0|fraud_Schaefer, Maggio and Daugherty|61.418822|-146.660000
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|131d1d1fb6dbc0caf4c9561093724dfc|2022-03-14|01:05:25|1647216325|grocery_net|81.68|0|fraud_Johnston, Nikolaus and Maggio|60.025404|-146.300923
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|c04ef3d4b3767f5276d507e2c8a13bf9|2022-02-15|05:39:49|1644899989|gas_transport|63.42|0|fraud_Raynor, Reinger and Hagenes|59.611213|-146.360523
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|6d76acbac82be8f6a04170edaaa490b2|2022-03-26|05:44:06|1648269846|grocery_net|63.57|0|fraud_Spinka-Welch|60.924189|-145.694680
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|845f3520125a95e131311da3b2dede98|2022-01-07|08:28:58|1641540538|gas_transport|87.70|0|fraud_Streich, Hansen and Veum|61.368746|-145.175946
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|ff1e6fbadf25a0c2deb9e8acb36aae33|2022-04-02|07:18:45|1648876725|grocery_pos|62.44|0|fraud_Cole PLC|60.302751|-144.990095
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|8ee0c9372f5eb03cdb51022917f630ab|2022-03-17|04:11:17|1647486677|grocery_net|79.60|0|fraud_Pfeffer LLC|60.309469|-146.433896
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|21dd631093785dbff15b64e2ae78c051|2022-03-19|07:32:08|1647671528|grocery_net|47.06|0|fraud_Kemmer-Reinger|60.547795|-145.765597
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|ad6e22b094c1d7a04fc5f1365a1c0289|2022-02-05|04:00:03|1644030003|gas_transport|53.49|0|fraud_Tillman, Dickinson and Labadie|61.202748|-145.359087
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|ad22b5f1505ebe74e32a4f315bb72cb9|2022-02-05|06:24:48|1644038688|gas_transport|74.27|0|fraud_Zieme, Bode and Dooley|60.282408|-145.886677
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|4e872218c44db07f5b040d07b97ab65a|2022-02-11|02:22:27|1644542547|gas_transport|31.31|0|fraud_Conroy-Cruickshank|60.881684|-146.742636
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|46d65344be82f0a4774bf2016a1196b5|2022-03-20|07:50:32|1647759032|grocery_net|51.77|0|fraud_Kohler, Lindgren and Koelpin|59.546572|-145.072897
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|e928e92ecc8113bd98b68c7c418b3941|2022-03-03|10:45:18|1646300718|gas_transport|80.42|0|fraud_Ledner-Pfannerstill|61.029618|-146.697020
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|60788be2e5678393e6277e2a08ef1364|2022-03-13|02:36:59|1647135419|grocery_net|51.13|0|fraud_Bernier, Streich and Jewess|59.736095|-145.067958
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|be86eb2b4e09a09652058899053e42b5|2022-01-28|01:38:28|1643330308|gas_transport|61.75|0|fraud_Olson, Becker and Koch|60.380987|-144.918479
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|5c44e45b93d9bb767aab69b32d1ff640|2022-03-19|09:50:23|1647679823|grocery_net|71.73|0|fraud_Ferry, Reichel and DuBuque|59.591892|-145.174241
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|e63c39d1ccc4c450656d65cf3c75cfed|2022-02-13|04:48:05|1644724085|gas_transport|54.09|0|fraud_Torp-Labadie|60.989507|-145.281946
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|864808d623fcdb1bc1b5329b7bd499b5|2022-02-04|09:01:21|1643961681|gas_transport|90.56|0|fraud_Huels-Hahn|61.531471|-146.316821
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|5014c803d960653de109d1facb6e2936|2022-02-23|09:31:23|1645605083|gas_transport|63.14|0|fraud_Ledner-Pfannerstill|60.397409|-145.680201
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|4d24b8b81606ecb5b49f9d0764ce18b1|2022-03-04|00:18:58|1646349538|grocery_net|66.76|0|fraud_Kohler, Lindgren and Koelpin|60.025419|-145.004233
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|8986bc1d5ef9761d37e9b84075accad1|2022-01-11|00:46:42|1641858402|gas_transport|66.86|0|fraud_Harber Inc|60.160081|-146.170268
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|5cc0a3b4fc047e691578cf38eddab4f2|2022-01-21|02:21:37|1642728097|gas_transport|67.74|0|fraud_Christiansen, Goyette and Schamberger|61.163587|-145.335394
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|5db707b8a1c2704dfd79bf37f09d9364|2022-04-06|00:12:48|1649196768|grocery_pos|46.84|0|fraud_Wolf Inc|60.251671|-146.108314
660-77-3087|6011557309594011|Carla|Gentry|F|679 David Port Apt. 873|Cordova|AK|99574|60.5362|-145.7534|2348|Engineer, broadcasting (operations)|2002-06-13|29566719282|young_adults_female_rural.json|be73009335bd98797860356adb3fce97|2022-01-01|10:40:15|1641030015|gas_transport|78.33|0|fraud_Greenholt, Jacobi and Gleason|60.096775|-145.155690
